supplyx,supplyy,demandx,demandy,cap
396.5493534,172.1955046,226.8306937,63.31001032,44.41035265
689.9369423,109.5373686,287.6239735,66.48695285,128.190227
34.87521839,136.0670225,488.3242204,74.88384968,166.2200247
551.5939986,120.8333236,390.4585421,90.33341842,116.7718342
636.3506801,117.9211739,603.6210747,81.5011447,128.3842179
469.5809951,161.4496581,671.8459297,95.12837347,29.12899895
188.3817524,168.4184015,492.5471826,45.809226,161.3972459
531.53871,147.4642608,130.4180923,47.3333632,106.5457925
249.6116067,120.8149432,630.3279193,77.6564603,178.9834444
238.7317313,142.5416551,105.8529529,78.62398006,131.6250334
690.77116,195.9571376,180.6140128,0.264113948,94.24145709
231.6230118,148.1286468,178.0295452,61.30016658,166.3180335
540.812898,102.5043589,468.8031888,17.2459779,107.2345897
621.4368981,153.7223394,299.3757634,4.458574703,114.3709973
167.8896912,127.5621587,284.9335735,77.08510694,36.76867787
117.6114082,161.662808,76.68087613,4.454045559,142.8865808
181.1584248,125.2486435,235.5025746,45.45989211,61.93221676
228.7531088,100.4954578,115.2908943,90.34828838,123.0991905
427.9486337,168.5936107,656.8036474,22.46768126,52.142358
488.8984765,100.8240975,101.0069444,33.04006015,159.0218149
308.1352544,126.4558542,586.2153503,30.24371735,119.6946475
585.7413805,156.3645716,486.2439374,53.72306908,108.9639987
567.0074859,188.3502838,656.3660097,6.719248557,80.18571336
427.1056885,158.3835547,557.4898727,46.77501287,25.58560593
222.8317756,192.0298731,275.5389082,98.26492862,107.9898367
688.9259077,130.7247564,46.166004,86.85456499,168.5690516
499.8235767,103.4493183,250.4313024,16.38824912,61.33509452
605.998056,159.9371713,168.6628787,63.81672895,156.0064615
370.0226483,198.7611274,607.0560897,92.72171379,80.88134789
587.5246508,199.9548766,105.943067,60.17278421,27.99633512
603.0204193,118.350636,57.04438655,10.59029978,136.7068376
572.3441732,161.8110287,182.492077,61.83439256,180.5583066
371.3513536,120.2799194,600.825477,83.12919976,194.8567496
578.8297025,191.783274,658.6104482,78.38813198,20.1193271
58.95086972,177.7636835,25.65256589,70.45323275,92.64202529
168.5361665,124.7342714,349.0246966,22.61204476,128.3840763
22.92055178,151.3303661,544.0453911,24.30850036,96.15901896
262.8877414,139.8413471,216.6941044,19.70464352,173.9270535
405.633799,146.6363093,648.4956817,78.55438167,135.5489588
244.5059195,128.006332,239.8031067,92.55517982,138.4474517
468.4560121,166.8966961,30.76426886,85.27367882,34.89427982
431.6769987,101.8308432,306.6280551,74.6571677,86.05637787
218.1658795,171.3635569,392.9373656,42.01960076,22.33989348
16.66290933,108.9621675,607.7863079,89.74885553,183.1203361
333.4455808,138.3071268,97.48380042,88.99547274,142.9394156
160.6307656,146.3913687,147.5836517,6.22021174,134.1476679
65.64959492,168.2377006,537.1907194,18.2581344,137.5159672
501.8205684,152.1960279,542.9723184,30.64092892,38.13742486
571.1228873,150.6106576,550.2193721,77.23806807,144.4876853
448.6022494,109.5020805,160.7820586,40.59929755,142.3902495
79.58352802,146.851431,503.7967399,49.90824621,114.7554151
90.25677098,163.7161314,512.7435115,83.1551978,168.4683683
470.8007676,167.4462371,365.7015008,6.699579802,113.7940232
391.9413485,113.8591004,62.31847987,39.03269478,60.17755827
653.926982,136.1461182,14.26921654,76.03416488,98.80147393
180.8874037,148.0671543,495.97861,49.87756131,158.3031526
538.6783078,127.693445,604.3421207,68.13942107,124.9770252
254.6677621,135.308809,415.7940764,64.87570815,32.61961768
505.9109206,159.4529497,161.1182376,13.53807694,162.984991
195.0709918,119.648,36.81196346,64.02915372,134.4533437
293.845077,125.8317604,442.2354205,15.51469949,82.67523228
383.1636401,198.6377488,211.9692475,28.8294007,23.67008812
413.0776128,130.1125721,84.74001681,37.63812691,132.2134818
12.86705345,132.9579135,672.8360182,3.742184424,50.0382231
379.8887443,108.7851338,435.5250008,22.28227802,120.5422699
159.5356436,107.1833521,680.0659461,1.505723777,79.66103223
420.6517993,101.0361077,494.8755774,26.18639702,170.5914778
411.0724374,194.053071,410.5360623,63.61166749,63.3928393
550.9312019,149.4529426,381.0236021,29.07233254,179.9635468
79.95655542,146.9607861,47.75263084,51.15691959,59.12529405
299.8619825,108.3442491,7.040594327,42.05562815,104.4705266
320.6989872,121.3878101,280.8823996,12.69027562,110.3173031
667.3110658,173.5662613,277.1868643,89.66781505,66.68662876
92.55258027,107.7224626,611.6905174,59.82555688,30.86816043
185.7930397,124.4183021,17.01026903,97.11595562,186.1497691
192.3791597,199.3816877,476.972594,45.72756176,77.43424159
51.10646542,190.4801094,127.4719058,50.86139938,137.1224662
694.9485714,164.0339474,116.512307,57.95075813,65.1468069
176.9689353,172.1114558,551.2147519,14.95264169,168.2224409
377.8184746,131.4299813,273.1576835,97.51310987,186.9027484
337.8529515,140.0171254,55.4549168,16.96071621,42.91474528
85.56153603,191.8495005,454.0007649,99.15989222,183.0459309
656.0288093,163.9088537,268.6604542,56.60810087,127.6732607
350.2716619,113.6007009,646.4423135,8.533891421,79.52092356
581.3711981,131.2347505,214.4826868,0.540627598,194.5969124
199.7538071,175.8365212,47.56918288,74.13815591,157.6573367
626.40585,161.6663852,164.4989151,79.37304371,85.7448639
357.2163463,183.6088194,438.5804222,42.84147523,84.28668553
587.0057835,149.8081496,584.2536077,68.98984848,33.17262781
680.4527233,193.9794188,548.4618042,54.65227999,26.48659933
130.3063641,116.7944561,624.8971297,37.00168224,130.9225426
542.4145468,195.4803084,189.0565667,78.43351898,185.9650509
139.4603161,173.4810289,540.6939185,85.3831903,181.1973291
205.1956388,137.6494502,606.6595242,36.28619401,161.8654813
18.37669314,147.5907115,64.84087557,82.02907442,69.4552319
528.3896544,194.5398486,464.3645193,6.40290637,55.14885557
681.2198733,108.0440787,181.9992133,68.76686906,124.7928112
455.9486797,197.320649,473.3601086,28.54436673,181.5599953
53.36751283,132.058205,485.9569655,3.63283268,97.56687005
131.3826829,116.3844857,457.9272878,27.83266705,109.6060113
77.85360086,191.0667627,201.483508,30.48291935,152.7439582
300.1498366,146.0182147,531.2085202,37.65747569,72.60407153
488.9847321,148.0671719,367.4468931,12.61959857,116.9153022
352.612683,143.4429311,671.2914376,24.21932715,134.47337
347.1494899,137.5404055,85.79819554,87.14055387,104.4799918
34.85933859,160.596848,411.8198436,11.48353401,27.87038434
665.5233498,131.031658,43.26189263,74.82318528,108.9237529
95.30810074,165.3726432,459.86397,88.18697361,59.60118696
252.9809135,102.7992273,495.4875504,51.22206353,82.09472794
187.1877161,160.1347415,75.66109043,88.50724044,40.29376098
27.55622934,181.5571711,81.52268607,79.54006521,44.35573764
62.8124191,131.8464986,116.2792725,59.61048065,71.08765331
367.9740882,106.0652305,664.384454,99.28219707,140.7998439
591.2245703,187.1625523,358.7683987,26.87081285,155.1870618
91.08197276,120.3113625,16.53184439,38.61857546,168.5014129
452.2226428,138.7206414,670.3696212,83.92553562,175.7859672
203.2907179,185.9752697,518.4590734,93.47583384,72.6802667
208.0966458,174.7020942,476.857451,51.61981626,98.4343755
348.3496936,193.9680659,585.8242608,37.31763699,43.15149371
257.3952893,127.4967631,537.8392791,59.43854847,36.16360424
173.6604954,162.9151,161.9489136,16.25418759,40.31117649
95.37658297,120.9857486,305.8760974,37.86094145,97.59471675
196.1791739,133.8768694,636.2306714,16.2903199,152.53329
170.8840051,160.4296992,605.4030058,83.09546974,48.87506699
86.65010125,191.6769111,672.824172,50.12036827,153.1731387
532.0004335,122.0156664,358.4569391,62.74396893,51.41294442
642.1748256,124.7687416,302.2388846,78.6310445,97.13509725
22.42250176,176.329974,316.1078156,85.94985383,159.3617549
210.354807,121.6632419,442.2948845,70.87602785,190.2086986
41.53553881,137.1603603,349.513123,71.29461264,62.3474566
265.0298511,150.1219944,37.81708467,89.1731745,102.2184338
620.3451131,107.9045296,219.9899914,41.46930148,181.4990051
194.0213245,133.1969932,561.8861007,65.06809397,132.5325327
527.8922787,184.5786308,264.9006573,21.14360398,124.1621389
543.9219074,140.0765671,385.6004674,65.5346351,125.5158449
13.17913265,153.2029592,168.4661824,15.80574217,182.6463043
590.4102189,182.5939987,26.10923186,70.69816761,141.149647
142.7531411,103.2317096,498.7691285,90.17198665,156.6121277
380.7500278,124.5868051,606.5733761,63.61986898,189.7867388
524.6890334,191.1901431,424.8889755,25.10673321,69.49293313
122.7651071,121.5915699,335.8898695,77.11339702,125.1399769
683.6603157,157.919781,595.9643803,50.51526986,103.2324581
267.0486144,183.0849306,88.44868071,22.20384829,29.73054282
321.4788123,169.8440816,578.0170664,54.84622424,60.83797185
207.9526876,133.7729797,78.17896339,41.52572897,45.98893774
112.6734832,132.1162917,697.1053565,71.2110108,122.0349853
34.01609118,170.4909269,546.1525919,66.91493427,107.4984985
377.7819449,156.450884,439.4545136,42.29841915,170.3432919
536.8305483,198.4557563,253.4597256,37.90788315,152.6727949
409.0108242,176.720452,680.9126298,14.71119998,158.8050324
48.81616026,149.2780647,194.3581688,69.5669353,77.0577773
193.7036266,186.5292331,104.733355,54.16961937,152.7762413
356.1312857,168.581217,71.73567144,69.4032023,117.9315464
186.7335215,187.5794134,665.5565739,31.58117687,42.80475446
408.1408742,149.2553064,144.6391619,43.36405078,164.4891124
156.1150581,196.3934675,316.8223974,63.31996026,137.006167
548.7942516,147.9843055,541.6605874,55.48018801,161.9266901
234.067759,123.7012434,156.8768238,11.85455523,53.77794605
203.3921425,128.9089134,454.6371765,47.09643366,193.4389559
630.7194629,105.7199813,237.4246803,54.67428849,65.93728522
387.6724172,108.5399296,103.1175773,52.88397688,119.5159217
305.1429517,110.9831708,621.5208951,33.46748801,118.0940163
22.88825506,107.1806592,341.3092699,25.60883017,149.4337631
136.0099872,197.612444,410.7982696,30.65993574,130.0854314
160.6859227,139.9389014,234.6412703,23.51892474,153.9279081
303.7213141,145.3383556,184.4706187,79.59307249,112.6218145
49.34501113,155.9947539,197.6833272,69.3597234,58.58986327
340.1379662,182.357596,312.8401365,0.390415292,97.33216942
384.4452096,126.9541019,697.1203412,2.469646999,28.49813441
550.2691441,142.9208308,362.9297295,79.72214953,164.1236468
225.6488824,110.687937,338.6693754,22.35980064,48.10596766
422.4215313,109.2482571,474.1483554,40.73419175,136.0187063
63.11777897,186.5903762,72.10798922,86.39347411,127.3780061
344.7232275,191.2511779,656.7322834,97.0148186,71.32415296
120.6454619,118.7900178,350.3051246,6.781628632,174.8047305
222.5206615,126.0838442,173.0411355,69.08797338,179.6576287
481.300367,104.2243106,287.3899462,63.31240994,45.60157022
656.0516515,138.3120714,509.7378877,25.9110719,43.92391244
581.0299915,157.8933312,497.2718463,31.41747143,151.866601
388.2087804,134.1953716,419.7159786,21.57984116,81.23487562
485.65615,134.1399648,516.8197206,17.54699676,153.025404
439.9629491,133.6125481,476.3872338,36.79751623,153.2652832
28.61679894,169.6803908,596.0829706,26.43627814,122.4277512
265.7421951,110.5805433,308.4073363,6.441772459,199.9934505
157.9217282,138.2243328,3.228632288,41.03768662,37.54133984
25.38642531,180.0254277,178.7359334,28.1821659,42.02182808
421.8625826,186.1483479,685.4382831,34.13470926,85.84299099
375.4385384,189.2844615,474.7676491,9.409740181,134.6508251
374.3679529,125.7338548,181.2390709,7.617039226,174.9362695
604.3546785,125.1892151,164.8049697,37.89261328,170.248049
232.6115219,147.9909451,597.4046215,63.38261047,64.05461979
283.6361081,157.0825926,140.1465604,47.92605035,45.66654919
686.7794307,121.679664,550.8026463,22.79003613,49.06149234
421.3603885,124.3046508,399.125972,67.25175983,119.03453
369.0005048,134.0202822,532.1664443,45.68362,132.6004181
630.6965343,149.6447219,608.9644763,22.48112991,37.42121116
567.6304215,104.0552826,348.173054,25.18852035,23.97837551
655.6366514,170.1044307,102.150725,29.64787698,101.4805517
568.9016446,189.715869,431.2271757,76.29000161,28.92566616
548.7893848,123.2027676,259.4160985,17.17822298,55.39639943
413.0515396,175.0703948,7.807208332,37.21007368,171.431446
299.2460498,138.1940847,308.5970582,9.821655791,113.9359355
155.1288627,148.2745385,196.1994492,44.795249,160.2026033
267.9030817,163.6321493,659.5707295,40.38519115,65.43405359
272.2748323,169.3251017,415.458166,34.44156546,129.9525492
193.2759724,139.5304542,375.489404,88.81430346,94.34003198
304.2356525,110.9153633,230.0441549,40.73259588,134.2049562
90.0156061,154.0812039,659.4931153,61.38405293,126.6061026
349.2921283,114.6078881,111.1298154,53.93179437,173.3550827
555.1145041,131.7928966,539.9574927,90.78992795,49.79947818
631.2884064,166.0837501,613.7852093,62.9155049,153.9371215
690.7507351,144.668219,202.2534944,69.89089627,52.11654204
578.6721277,147.2751949,474.2860096,55.1804487,169.2348676
444.4022319,146.7771235,126.0200008,50.95463843,73.14872832
377.3352986,107.9686849,11.09483123,42.37476548,176.9226056
22.38458037,141.4817411,265.9608459,93.66237241,128.2757867
31.36070765,180.8044764,56.45787048,92.97249892,24.11200207
598.566394,118.9088323,452.5584175,83.68544856,50.33909441
485.9157189,193.1081499,71.73736474,23.03724425,73.6893465
98.79241168,130.3225272,518.9597259,82.34995518,108.0369728
175.3608441,136.5963402,474.4309773,63.01768463,85.52428099
195.951192,128.0558798,43.07890236,41.34290982,141.8453043
529.6838661,107.0373993,566.625467,99.38414418,91.81297653
96.54571797,121.6789152,221.8580115,34.58692552,189.085359
228.6435372,124.6513459,506.1349574,14.95562645,45.4950837
368.7751699,176.8609205,195.0000964,56.0163304,25.22245065
386.8900156,188.6819558,490.5884592,56.37114118,68.32167461
241.2730553,165.9790642,326.3749051,47.39042211,52.00454829
634.1896888,139.4496919,386.5542623,43.82268633,72.05923601
221.2650625,105.6782589,6.186784326,49.10155668,58.82934304
489.3973622,189.9659687,385.2790258,53.40649935,41.3955503
352.8824358,122.5149876,378.449251,53.27344147,37.5135321
