0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1,8,15,34,58,69,87,117,141,165,189,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226
1,9,28,45,56,74,92,117,141,172,201,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232
1,8,21,40,58,77,101,125,150,167,190,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
1,2,15,34,58,76,100,124,155,179,208,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238
1,8,20,38,57,75,98,122,146,171,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
1,8,21,34,52,70,87,118,142,167,192,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
1,8,22,33,51,69,88,111,135,159,183,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213
1,9,21,39,59,82,107,131,149,173,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
1,8,20,39,58,76,100,119,136,160,184,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214
1,8,20,38,56,74,92,117,147,171,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
1,9,28,45,63,75,100,125,148,172,201,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
1,4,21,46,64,83,101,131,155,180,210,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
1,2,16,33,52,70,87,111,135,165,189,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224
1,4,16,40,58,77,101,124,147,172,201,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232
1,8,21,39,64,83,108,132,155,177,202,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238
1,8,26,44,63,81,106,124,149,178,202,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
1,8,21,39,64,82,100,125,149,174,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
1,9,23,41,59,83,106,123,148,171,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
1,10,22,41,60,78,101,126,150,168,191,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
1,2,20,40,52,70,88,117,142,165,188,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
1,9,26,44,62,80,99,124,149,173,204,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
1,9,15,40,52,69,87,112,143,167,189,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
1,8,21,38,57,70,89,113,143,167,190,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225
1,8,20,39,57,75,94,118,142,166,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
1,10,28,40,59,77,95,124,148,173,203,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232
1,8,26,45,63,81,105,130,154,179,202,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233
1,8,26,44,63,80,99,123,154,179,202,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238
1,9,27,45,63,81,99,118,141,159,183,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214
1,8,15,39,57,76,93,117,143,174,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
1,2,15,40,58,76,100,125,149,174,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
1,9,22,41,58,76,95,119,149,174,204,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
1,9,15,33,50,68,87,112,135,158,183,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213
1,4,21,41,53,71,95,126,150,174,204,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
1,8,20,39,58,75,92,116,146,170,201,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232
1,4,15,33,51,69,87,112,141,165,191,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
1,8,21,44,58,75,100,123,147,165,188,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218
1,2,21,40,63,80,106,129,154,173,204,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
1,10,24,42,67,84,102,125,147,171,200,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237
1,2,22,39,57,82,101,124,148,173,203,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233
1,8,21,39,57,76,94,119,142,160,183,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214
1,9,20,40,57,75,93,118,143,167,190,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225
1,2,20,38,63,81,105,130,155,178,209,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
1,2,20,44,64,82,100,124,148,173,202,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
1,3,14,32,57,76,99,123,153,178,202,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233
1,8,14,32,51,69,93,118,142,173,203,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233
1,9,21,45,63,83,107,125,148,171,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
1,2,26,39,58,76,95,125,150,173,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
1,9,21,39,58,77,101,125,155,180,209,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
1,9,28,41,65,83,106,125,149,172,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1,4,16,35,58,77,102,126,150,174,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
1,4,16,35,53,70,94,118,148,171,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
1,8,27,46,63,75,94,113,138,168,192,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
1,8,20,38,63,81,100,124,142,167,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
1,3,15,33,51,68,86,111,134,159,182,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213
1,9,14,34,51,69,86,110,140,164,189,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213
1,3,15,33,51,70,94,118,148,171,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1,9,22,40,58,76,99,117,142,166,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1,3,15,32,57,75,93,111,143,166,189,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219
1,3,20,38,56,74,98,122,146,171,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
1,3,16,33,52,70,87,110,140,164,188,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225
1,8,21,39,56,76,94,125,156,180,209,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
1,9,21,38,56,75,98,122,153,172,202,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232
1,8,22,39,57,81,105,122,140,164,189,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225
1,9,22,45,62,81,98,122,154,178,207,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238
1,8,15,32,51,69,87,112,136,161,186,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223
1,8,20,45,63,75,100,123,154,178,207,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237
1,2,15,32,50,69,93,117,141,165,189,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226
1,8,27,47,64,81,106,130,153,177,207,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237
1,2,14,32,50,68,86,111,135,160,184,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219
1,2,20,32,51,68,87,111,142,166,190,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
1,9,27,46,58,76,95,119,143,166,190,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
1,8,14,33,59,77,100,118,143,167,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
1,3,15,34,52,69,87,112,137,168,193,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216
1,2,21,34,59,76,100,123,149,174,203,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233
1,2,15,33,51,70,87,110,135,161,185,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
1,8,20,32,50,69,93,119,148,173,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
1,2,15,34,58,77,101,125,149,172,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1,8,20,44,62,81,99,117,146,171,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1,10,21,39,62,82,99,118,142,166,189,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225
1,9,16,35,53,71,89,119,143,168,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
1,8,20,45,62,74,99,117,135,160,190,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227
1,9,16,33,51,70,87,113,137,159,183,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218
1,2,15,34,53,71,90,113,137,161,183,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213
1,8,26,45,63,80,105,130,154,178,209,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
1,8,21,39,56,75,100,117,141,165,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1,9,23,41,65,83,107,131,155,179,202,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
1,2,21,40,58,75,94,117,141,166,191,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
1,9,22,40,52,69,93,118,143,167,191,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219
1,2,21,39,57,75,93,122,147,171,201,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232
1,9,27,47,65,83,106,124,148,179,209,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
1,10,21,39,58,77,95,125,149,173,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
1,8,21,40,58,75,100,124,148,173,202,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233
1,3,22,40,64,75,93,117,140,164,189,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226
1,2,20,38,56,74,92,117,141,165,190,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
1,8,27,45,63,82,106,123,147,172,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
1,9,28,46,63,80,104,122,152,177,209,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
1,9,16,35,52,70,94,117,146,171,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1,8,27,46,64,83,107,131,154,178,203,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233
1,2,20,38,57,75,94,119,149,174,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
1,8,14,39,52,70,88,113,137,161,191,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
1,2,15,33,50,69,86,110,134,158,183,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212
1,3,16,35,59,75,93,123,148,171,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
1,2,14,32,51,69,88,113,143,167,191,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227
1,9,22,41,53,71,90,114,144,168,192,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
1,8,20,38,56,75,92,116,140,165,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
1,3,21,39,58,82,99,123,147,171,201,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
1,8,26,44,62,80,104,122,153,178,208,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238
1,2,14,32,51,70,95,120,150,174,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
1,8,27,40,58,76,93,118,141,166,189,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226
1,9,27,45,63,76,100,123,146,170,200,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230
1,3,22,39,64,75,92,116,141,164,188,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219
1,8,21,39,57,82,106,131,156,179,210,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,8,26,44,56,76,95,120,143,172,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
1,9,27,46,64,82,106,125,149,172,203,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
1,8,21,39,56,75,93,117,147,171,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
1,8,27,45,64,82,108,126,149,173,203,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233
1,2,20,38,64,76,101,124,149,174,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
1,2,20,38,56,74,86,116,140,165,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
1,3,20,38,63,81,106,123,146,170,200,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237
1,3,16,41,58,69,87,116,140,166,191,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
1,2,15,34,51,70,88,113,137,160,184,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214
1,9,20,38,56,74,92,116,140,164,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
1,9,26,45,65,83,101,132,156,179,209,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
1,8,21,46,57,76,95,126,149,173,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
1,2,14,32,50,68,86,117,146,170,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1,4,15,32,51,69,87,112,137,166,189,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
1,9,27,45,64,76,93,122,140,165,189,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226
1,9,22,39,64,81,100,124,148,173,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
1,8,20,39,52,69,94,117,141,164,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1,10,24,42,60,78,101,125,147,172,203,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
1,10,27,45,64,75,94,112,137,161,192,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
1,3,21,40,57,74,93,116,140,165,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1,9,22,41,60,78,95,120,150,174,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
1,8,14,32,50,69,87,116,146,171,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1,9,21,39,57,75,99,118,143,167,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
1,8,27,46,65,83,107,130,154,178,208,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237
1,8,20,32,51,70,90,113,142,166,185,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216
1,3,16,34,52,68,87,111,136,160,184,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214
1,9,21,33,51,69,88,117,141,166,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
1,2,21,39,56,75,100,123,147,164,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
1,9,21,40,59,77,95,118,147,170,201,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
1,4,15,39,57,75,100,117,140,164,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1,9,20,45,62,80,98,123,147,171,201,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
1,3,21,40,59,83,107,131,154,179,210,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,3,17,35,52,70,89,113,138,162,185,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214
1,4,23,42,60,72,96,119,143,167,190,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
1,8,21,40,57,76,101,119,143,168,192,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
1,8,21,39,56,74,92,117,148,179,203,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232
1,8,14,38,56,75,93,123,147,165,190,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219
1,8,27,44,62,80,100,124,147,172,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
1,2,14,32,51,69,93,124,141,165,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
1,8,21,40,58,76,95,125,148,172,202,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
1,8,21,39,63,75,92,116,141,165,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
1,3,16,34,58,75,94,119,149,179,209,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
1,9,22,41,59,78,96,120,144,168,191,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
1,8,27,40,58,76,95,126,151,181,205,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235
1,8,21,39,58,82,100,124,148,178,209,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
1,8,21,39,64,81,105,129,153,170,201,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
1,8,26,44,63,81,104,122,146,171,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
1,3,22,41,59,77,101,118,143,162,191,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
1,8,15,34,52,76,101,131,155,179,203,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
1,2,21,39,58,75,98,122,146,170,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
1,3,22,39,52,69,87,118,143,167,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
1,8,26,45,56,75,93,116,140,164,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1,4,15,39,58,76,100,125,147,170,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1,3,16,39,56,75,93,117,140,164,188,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218
1,2,14,32,50,70,93,117,142,165,189,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
1,8,21,40,58,76,101,126,150,168,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
1,9,21,39,58,77,96,120,144,173,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
1,9,14,33,51,69,87,111,141,165,191,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
1,3,15,33,51,69,88,112,137,161,184,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215
1,9,20,38,63,74,93,116,141,165,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1,8,20,38,56,75,99,130,155,173,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
1,8,20,39,51,70,88,112,136,166,190,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
1,2,14,33,51,68,86,112,137,161,186,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
1,3,14,33,51,69,88,117,140,164,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
1,3,15,33,51,70,95,120,149,173,202,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
1,8,26,38,56,75,95,119,143,174,204,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233
1,2,14,33,50,68,86,111,134,159,189,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219
1,10,21,38,57,81,100,123,147,173,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
1,2,14,33,51,69,93,116,141,165,188,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224
1,8,26,45,63,82,107,130,155,180,210,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,8,20,39,57,76,99,129,155,180,209,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
1,9,21,39,56,69,87,113,143,173,203,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233
1,9,16,34,58,78,94,117,141,165,190,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226
1,9,29,47,65,83,106,131,156,180,204,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
1,10,29,47,59,77,101,125,148,172,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
